APT;Additional;Annotator;Difficulty;FailureReasons;FormatCorrect;Group;Index;Kind;Original;Paraphrase;annotation_id;annotator.1;created_at;id;lead_time;type;updated_at
Inflectional Changes;;1;Hard;otherchange;Yes;Morpho- and Lexicon-based Changes;5073;4;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are taking place, he added.;62;9;22.01.2024 16:17;309;1,10624E+16;;24.01.2024 12:59
Inflectional Changes;Others;2;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;5074;1;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.; Based on experience elsewhere, it could take up to two years before regular elections are held, he included.;252;14;24.01.2024 11:03;310;114936;"[{""start"":100,""end"":109,""text"":""included."",""labels"":[""APT""]}]";24.01.2024 11:03
Inflectional Changes;;14;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;5080;0;Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.; Elena Slough, being considered the nation's oldest person and the third oldest person in the world, died early Sunday morning.;370;16;24.01.2024 16:02;311;48523;;24.01.2024 16:02
Inflectional Changes;;15;Easy;otherchange;Yes;"{""choices"":[""Structure-based Changes"",""Others""]}";5081;3;Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.;Elena Slough, 113, considered to be the nation's oldest person and the third oldest person in the world, died.;116;2;23.01.2024 14:50;312;45724;;23.01.2024 14:50
AdditionDeletion;;3;Easy;;No;;2;2;They had published an advertisement on the Internet on June 10, offering the cargo for sale, he added.;They had published an advertisement on the Internet on June 10, offering the cargo for sale, he added an additional detail.;436;18;26.01.2024 18:44;104;1561057;;26.01.2024 18:44
Inflectional Changes;;2;Easy;;Yes;;5083;4;Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.;Elena Slough, is considering to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.;253;14;24.01.2024 11:04;314;6889;"[{""start"":14,""end"":28,""text"":""is considering"",""labels"":[""APT""]}]";24.01.2024 11:04
Inflectional Change;;9;Easy;otherchange;No;Morpho- and Lexicon-based Changes;911002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;623;21;30.01.2024 12:58;567;44298;;30.01.2024 12:58
Inflectional Changes;;15;Easy;Identical sentences;Yes;;5090;0;"""We are declaring war on sexual harassment and sexual assault.";" ""We are declaring war on sexual harassment and sexual assault.";117;2;23.01.2024 14:53;316;167163;;23.01.2024 14:53
Inflectional Changes;;1;Easy;;Yes;;5091;3;"""We are declaring war on sexual harassment and sexual assault.";"""We will declare war on sexual harassment and sexual assault.""";64;9;22.01.2024 16:20;317;1,81855E+16;"[{""start"":4,""end"":16,""text"":""will declare"",""labels"":[""APT""]}]";24.01.2024 12:59
Inflectional Changes;;15;Easy;otherchange;No;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Structure-based Changes""]}";5072;2;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, regular elections could be held in up to two years, he added.;115;2;23.01.2024 14:50;308;106479;;23.01.2024 14:50
Inflectional Changes;;3;Easy;;Yes;;5093;4;"""We are declaring war on sexual harassment and sexual assault.";"""We declare war on sexual harassment and sexual assault.";448;18;26.01.2024 19:32;319;95817;"[{""start"":4,""end"":11,""text"":""declare"",""labels"":[""APT""]}]";26.01.2024 19:32
Inflectional Changes;;4;Easy;otherchange;Yes;Structure-based Changes;5094;1;"""We are declaring war on sexual harassment and sexual assault.";" ""We are declaring war on sexual harassment and sexual assault.""";294;15;24.01.2024 12:29;320;63074;;24.01.2024 12:29
Inflectional Change;;5;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;511002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;240;13;23.01.2024 18:38;321;41139;;23.01.2024 18:38
Derivational Changes;Others;3;Easy;;Yes;;311001;0;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;470;18;26.01.2024 20:24;322;9812;"[{""start"":64,""end"":73,""text"":""canceling"",""labels"":[""APT""]}]";26.01.2024 20:24
AdditionDeletion;;9;Easy;;No;;53;4;But he added group performance would improve in the second half of the year and beyond.;But he added group performance would significantly improve in the second half of the year and beyond.;595;21;30.01.2024 12:27;130;182107;"[{""start"":37,""end"":50,""text"":""significantly"",""labels"":[""APT""]}]";30.01.2024 12:27
Inflectional Change;;4;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;411002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;347;15;24.01.2024 13:12;324;121105;;24.01.2024 13:12
AdditionDeletion;;7;Hard;otherchange;Yes;Structure-based Changes;711004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;429;17;25.01.2024 15:04;325;73365;;25.01.2024 15:04
Spelling Changes;;15;Easy;;Yes;;1511000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;168;2;23.01.2024 17:09;326;1469;"[{""start"":4,""end"":11,""text"":""DVD CCA"",""labels"":[""APT""]}]";23.01.2024 17:09
Spelling Changes;;11;Easy;;Yes;;1111000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;511;10;27.01.2024 16:50;327;13832;;27.01.2024 16:50
Spelling Changes;;2;Easy;;Yes;;211000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;353;14;24.01.2024 13:19;328;9579;;24.01.2024 13:19
Change of order;;11;Easy;Other;Yes;;1111003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;512;10;27.01.2024 16:51;329;40998;;27.01.2024 16:51
Spelling Changes;;12;Easy;;Yes;;1211000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;549;19;29.01.2024 20:59;330;23625;"[{""start"":4,""end"":11,""text"":""DVD CCA"",""labels"":[""APT""]}]";29.01.2024 20:59
AdditionDeletion;;12;Hard;Nonsense;Yes;;1211004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;553;19;29.01.2024 21:02;331;53548;;29.01.2024 21:02
Change of order;;4;Easy;Nonsense;Yes;;411003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;348;15;24.01.2024 13:13;332;61268;;24.01.2024 13:13
Change of order;;3;Hard;Nonsense;Yes;;311003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;472;18;26.01.2024 20:26;333;47565;;26.01.2024 20:26
Spelling Changes;;7;Easy;;Yes;;711000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;425;17;25.01.2024 14:55;334;30625;"[{""start"":4,""end"":11,""text"":""DVD CCA"",""labels"":[""APT""]}]";25.01.2024 14:55
Derivational Changes;;14;Easy;otherchange;Yes;Others;1411001;0;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;392;16;24.01.2024 16:25;335;33658;;24.01.2024 16:25
Change of order;;14;Hard;Nonsense;Yes;;1411003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;394;16;24.01.2024 16:28;336;74445;;24.01.2024 16:28
Inflectional Change;;11;Easy;;Yes;;1111002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;514;10;27.01.2024 16:51;337;23209;;27.01.2024 16:51
AdditionDeletion;"{""choices"":[""Structure-based Changes"",""Others""]}";10;Hard;;Yes;;1011004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;317;11;24.01.2024 12:38;338;279791;"[{""start"":55,""end"":69,""text"":""conspiracy and"",""labels"":[""APT""]}]";24.01.2024 12:41
AdditionDeletion;;11;Easy;;Yes;;1111004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;515;10;27.01.2024 16:52;339;32844;;27.01.2024 16:52
Punctuation changes;;11;Easy;Identical sentences;Yes;;7000;0;He said the foodservice pie business doesn't fit the company's long-term growth strategy.; He said the foodservice pie business doesn't fit the company's long-term growth strategy.;491;10;27.01.2024 15:31;340;177574;;27.01.2024 15:31
Punctuation changes;;12;Easy;;Yes;;7001;3;He said the foodservice pie business doesn't fit the company's long-term growth strategy.;He said the food-service pie business doesn't fit the company's long-term growth strategy.;529;19;29.01.2024 20:34;341;39008;"[{""start"":12,""end"":24,""text"":""food-service"",""labels"":[""APT""]}]";29.01.2024 20:34
Punctuation changes;;13;Easy;;Yes;;7002;2;He said the foodservice pie business doesn't fit the company's long-term growth strategy.;"""He said, the foodservice pie business doesn't fit the company's long-term growth strategy.""";183;12;23.01.2024 17:22;342;20655;"[{""start"":0,""end"":1,""text"":""\"""",""labels"":[""APT""]},{""start"":4,""end"":9,""text"":""said,"",""labels"":[""APT""]},{""start"":82,""end"":92,""text"":""strategy.\"""",""labels"":[""APT""]}]";23.01.2024 17:22
Punctuation changes;;14;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;7003;4;He said the foodservice pie business doesn't fit the company's long-term growth strategy.;He said the foodservice pie business does not fit the company's long-term growth strategy.;371;16;24.01.2024 16:04;343;15145;;24.01.2024 16:04
Punctuation changes;;15;Easy;Identical sentences;Yes;;7004;1;He said the foodservice pie business doesn't fit the company's long-term growth strategy.; He said the foodservice pie business doesn't fit the company's long-term growth strategy.;118;2;23.01.2024 14:54;344;27798;;23.01.2024 14:54
Punctuation changes;;12;Easy;Identical sentences;Yes;;7010;0;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.; He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;530;19;29.01.2024 20:36;345;59259;;29.01.2024 20:36
Punctuation changes;;13;Easy;;Yes;;7011;3;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;"He told The Sun newspaper that Mr. Hussein's daughters had ""British schools and hospitals"" in mind when they decided to ask for asylum.";184;12;23.01.2024 17:23;346;4,0597E+16;"[{""start"":59,""end"":60,""text"":""\"""",""labels"":[""APT""]},{""start"":80,""end"":90,""text"":""hospitals\"""",""labels"":[""APT""]}]";23.01.2024 17:24
AdditionDeletion;;8;Easy;;No;;52;2;But he added group performance would improve in the second half of the year and beyond.;But he added that group performance would improve in the second half of the year and beyond. ;556;20;30.01.2024 10:43;129;219091;"[{""start"":13,""end"":17,""text"":""that"",""labels"":[""APT""]}]";30.01.2024 10:43
Punctuation changes;;15;Easy;Identical sentences;Yes;;7013;4;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;119;2;23.01.2024 14:54;348;17479;;23.01.2024 14:54
