;annotator;apt;index;kind;paraphrase-text;original;paraphrase_fixed;paraphrase;applied-correctly;failure_identical;failure_otherchange;failure_nonsense;failure_other;correct_format;hard;add_morph;add_struct;add_semantic;add_others;mistaken_morph;mistaken_struct;mistaken_semantic;mistaken_others;start;end;marked_text;golden_example
237;11;AdditionDeletion;1111004;0;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;True
238;11;Punctuation changes;7000;0; He said the foodservice pie business doesn't fit the company's long-term growth strategy.;He said the foodservice pie business doesn't fit the company's long-term growth strategy.; He said the foodservice pie business doesn't fit the company's long-term growth strategy.;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
239;12;Punctuation changes;7001;3;He said the food-service pie business doesn't fit the company's long-term growth strategy.;He said the foodservice pie business doesn't fit the company's long-term growth strategy.;He said the food-service pie business doesn't fit the company's long-term growth strategy.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;12.0;24.0;food-service;False
240;13;Punctuation changes;7002;2;"""He said, the foodservice pie business doesn't fit the company's long-term growth strategy.""";He said the foodservice pie business doesn't fit the company's long-term growth strategy.;"""He said, the foodservice pie business doesn't fit the company's long-term growth strategy.""";True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;82.0;92.0;"strategy.""";False
241;14;Punctuation changes;7003;4;He said the foodservice pie business does not fit the company's long-term growth strategy.;He said the foodservice pie business doesn't fit the company's long-term growth strategy.;He said the foodservice pie business does not fit the company's long-term growth strategy.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
242;15;Punctuation changes;7004;1; He said the foodservice pie business doesn't fit the company's long-term growth strategy.;He said the foodservice pie business doesn't fit the company's long-term growth strategy.; He said the foodservice pie business doesn't fit the company's long-term growth strategy.;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
243;12;Punctuation changes;7010;0; He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.; He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
244;13;Punctuation changes;7011;3;"He told The Sun newspaper that Mr. Hussein's daughters had ""British schools and hospitals"" in mind when they decided to ask for asylum.";He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;"He told The Sun newspaper that Mr. Hussein's daughters had ""British schools and hospitals"" in mind when they decided to ask for asylum.";True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;80.0;90.0;"hospitals""";False
245;14;Punctuation changes;7012;2;"He told The Sun newspaper that, when they decided to ask for asylum, Mr. Hussein's daughters had British schools and hospitals in mind. [Alteration applied: Moved the phrase ""when they decided to ask for asylum"" to after ""that""]";He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He told The Sun newspaper that, when they decided to ask for asylum, Mr. Hussein's daughters had British schools and hospitals in mind.;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;True;;;;False
246;15;Punctuation changes;7013;4;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
247;1;Punctuation changes;7014;1; He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.; He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
248;13;Punctuation changes;7020;0; I wanted to bring the most beautiful people into the most beautiful building he said Sunday inside the Grand Central concourse.;I wanted to bring the most beautiful people into the most beautiful building, he said Sunday inside the Grand Central concourse.; I wanted to bring the most beautiful people into the most beautiful building he said Sunday inside the Grand Central concourse.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;69.0;77.0;building;False
249;14;Punctuation changes;7021;3;"""I wanted to bring the most beautiful people into the most beautiful building,"" he said Sunday inside the Grand Central concourse.";I wanted to bring the most beautiful people into the most beautiful building, he said Sunday inside the Grand Central concourse.;"""I wanted to bring the most beautiful people into the most beautiful building,"" he said Sunday inside the Grand Central concourse.";True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;77.0;79.0;",""";False
